,Length,Height,Whole weight,Age,Sex_F,Sex_I,Sex_M
0,0.6745368781616021,0.3082207001484488,0.514,16.5,0,0,1
1,0.5916079783099616,0.3,0.2255,8.5,0,0,1
2,0.7280109889280518,0.3674234614174767,0.677,10.5,1,0,0
3,0.6633249580710799,0.3535533905932738,0.516,11.5,0,0,1
4,0.5744562646538028,0.282842712474619,0.205,8.5,0,1,0
5,0.6519202405202649,0.3082207001484488,0.3515,9.5,0,1,0
6,0.7280109889280518,0.3872983346207417,0.7775,21.5,1,0,0
7,0.73824115301167,0.3535533905932738,0.768,17.5,1,0,0
8,0.689202437604511,0.3535533905932738,0.5095,10.5,0,0,1
9,0.7416198487095663,0.3872983346207417,0.8945,20.5,1,0,0
10,0.724568837309472,0.37416573867739417,0.6065,15.5,1,0,0
11,0.6557438524302001,0.33166247903553997,0.406,11.5,0,0,1
12,0.7,0.3674234614174767,0.5415,12.5,0,0,1
13,0.7314369419163897,0.3807886552931954,0.6845,11.5,1,0,0
14,0.6855654600401044,0.31622776601683794,0.4755,11.5,1,0,0
15,0.7071067811865476,0.36055512754639896,0.6645,13.5,0,0,1
16,0.5958187643906492,0.29154759474226505,0.2905,8.5,0,1,0
17,0.6633249580710799,0.31622776601683794,0.451,11.5,1,0,0
18,0.6041522986797286,0.282842712474619,0.2555,8.5,0,0,1
19,0.6708203932499369,0.31622776601683794,0.381,10.5,0,0,1
20,0.5958187643906492,0.3082207001484488,0.2455,12.5,0,0,1
21,0.6164414002968976,0.31622776601683794,0.2255,11.5,0,1,0
22,0.7516648189186453,0.39370039370059057,0.9395,13.5,1,0,0
23,0.7416198487095663,0.3674234614174767,0.7635,10.5,1,0,0
24,0.7842193570679061,0.406201920231798,1.1615,11.5,1,0,0
25,0.7483314773547883,0.37416573867739417,0.9285,12.5,1,0,0
26,0.7615773105863908,0.4301162633521313,0.9955,12.5,1,0,0
27,0.7681145747868608,0.37416573867739417,0.931,13.5,0,0,1
28,0.7778174593052023,0.4242640687119285,0.9365,16.5,0,0,1
29,0.758287544405155,0.37416573867739417,0.8635,12.5,0,0,1
30,0.7615773105863908,0.406201920231798,0.9975,11.5,0,0,1
31,0.8246211251235321,0.406201920231798,1.639,16.5,1,0,0
32,0.8154753215150046,0.406201920231798,1.338,19.5,0,0,1
33,0.8246211251235321,0.4183300132670378,1.798,20.5,1,0,0
34,0.8396427811873333,0.4472135954999579,1.7095,14.5,1,0,0
35,0.6819090848492928,0.324037034920393,0.4795,9.5,0,0,1
36,0.7348469228349535,0.39370039370059057,1.217,17.5,1,0,0
37,0.6708203932499369,0.324037034920393,0.5225,9.5,1,0,0
38,0.758287544405155,0.3674234614174767,0.883,12.5,1,0,0
39,0.5958187643906492,0.3,0.3275,10.5,0,0,1
40,0.6708203932499369,0.324037034920393,0.425,10.5,1,0,0
41,0.7416198487095663,0.3674234614174767,0.8515,15.5,1,0,0
42,0.4898979485566356,0.21213203435596426,0.07,6.5,0,1,0
43,0.4527692569068708,0.2345207879911715,0.042,6.5,0,1,0
44,0.458257569495584,0.22360679774997896,0.042,5.5,0,1,0
45,0.6244997998398398,0.3082207001484488,0.203,8.5,0,1,0
46,0.6855654600401044,0.34641016151377546,0.5795,10.5,0,0,1
47,0.6782329983125268,0.34641016151377546,0.4605,8.5,1,0,0
48,0.570087712549569,0.2645751311064591,0.161,7.5,0,1,0
49,0.724568837309472,0.4,0.8355,10.5,1,0,0
50,0.7211102550927979,0.34641016151377546,0.595,9.5,0,1,0
51,0.6324555320336759,0.3082207001484488,0.303,8.5,0,0,1
52,0.6964194138592059,0.36055512754639896,0.5415,11.5,0,0,1
53,0.6855654600401044,0.34641016151377546,0.4775,11.5,1,0,0
54,0.6363961030678927,0.31622776601683794,0.385,8.5,0,0,1
55,0.7071067811865476,0.37416573867739417,0.6615,9.5,1,0,0
56,0.6670832032063166,0.34641016151377546,0.4425,9.5,0,0,1
57,0.6855654600401044,0.3674234614174767,0.5895,9.5,0,0,1
58,0.4949747468305833,0.2449489742783178,0.086,5.5,0,1,0
59,0.7106335201775947,0.3535533905932738,0.583,8.5,1,0,0
60,0.6708203932499369,0.324037034920393,0.4115,8.5,0,0,1
61,0.7106335201775947,0.33166247903553997,0.625,10.5,0,0,1
62,0.7280109889280518,0.36055512754639896,0.6965,11.5,1,0,0
63,0.6519202405202649,0.3082207001484488,0.3785,8.5,0,0,1
64,0.7211102550927979,0.34641016151377546,0.58,9.5,0,0,1
65,0.689202437604511,0.34641016151377546,0.48,9.5,0,0,1
66,0.7516648189186453,0.4,0.915,13.5,1,0,0
67,0.7713624310270756,0.4301162633521313,1.285,14.5,1,0,0
68,0.689202437604511,0.34641016151377546,0.5305,11.5,1,0,0
69,0.5567764362830022,0.2645751311064591,0.151,7.5,0,1,0
70,0.744983221287567,0.36055512754639896,0.7665,14.5,0,0,1
71,0.6324555320336759,0.33166247903553997,0.353,9.5,1,0,0
72,0.7713624310270756,0.41231056256176607,1.247,21.5,1,0,0
73,0.7549834435270749,0.4183300132670378,1.185,12.5,0,0,1
74,0.7778174593052023,0.44158804331639234,1.098,14.5,1,0,0
75,0.7745966692414834,0.3872983346207417,1.0075,16.5,1,0,0
76,0.7713624310270756,0.37416573867739417,0.944,10.5,0,0,1
77,0.7745966692414834,0.3872983346207417,0.922,11.5,1,0,0
78,0.744983221287567,0.37416573867739417,0.788,12.5,1,0,0
79,0.7842193570679061,0.41231056256176607,1.1025,15.5,1,0,0
80,0.758287544405155,0.37416573867739417,0.941,10.5,1,0,0
81,0.7874007874011811,0.4183300132670378,1.615,13.5,0,0,1
82,0.7211102550927979,0.406201920231798,0.9885,17.5,1,0,0
83,0.7713624310270756,0.4,1.3175,22.5,0,0,1
84,0.7615773105863908,0.37416573867739417,1.013,15.5,0,0,1
85,0.7549834435270749,0.4242640687119285,1.295,13.5,1,0,0
86,0.7905694150420949,0.37416573867739417,1.195,14.5,0,0,1
87,0.7483314773547883,0.4,0.8645,11.5,0,0,1
88,0.6782329983125268,0.36055512754639896,0.517,10.5,1,0,0
89,0.758287544405155,0.4,0.9775,13.5,1,0,0
90,0.7516648189186453,0.3674234614174767,0.8115,16.5,0,0,1
91,0.744983221287567,0.3872983346207417,0.755,13.5,0,0,1
92,0.7713624310270756,0.4183300132670378,1.115,14.5,0,0,1
93,0.7905694150420949,0.406201920231798,1.262,11.5,1,0,0
94,0.8336666000266533,0.43588989435406733,1.494,16.5,0,0,1
95,0.8154753215150046,0.44158804331639234,1.606,15.5,0,0,1
96,0.7314369419163897,0.3872983346207417,0.725,10.5,0,0,1
97,0.6855654600401044,0.36055512754639896,0.523,9.5,0,0,1
98,0.6855654600401044,0.36055512754639896,0.5225,8.5,0,0,1
99,0.689202437604511,0.3535533905932738,0.5785,11.5,1,0,0
100,0.6,0.3082207001484488,0.2315,8.5,0,1,0
101,0.7416198487095663,0.3807886552931954,0.843,16.5,0,0,1
102,0.7280109889280518,0.4,0.883,16.5,0,0,1
103,0.7280109889280518,0.37416573867739417,0.724,11.5,0,0,1
104,0.7778174593052023,0.4,1.1735,13.5,0,0,1
105,0.7211102550927979,0.39370039370059057,0.727,13.5,1,0,0
106,0.73824115301167,0.406201920231798,0.802,12.5,1,0,0
107,0.7071067811865476,0.3535533905932738,0.6675,11.5,1,0,0
108,0.714142842854285,0.3674234614174767,0.6335,10.5,1,0,0
109,0.6595452979136459,0.324037034920393,0.3635,10.5,1,0,0
110,0.7035623639735145,0.3535533905932738,0.5415,10.5,0,0,1
111,0.6819090848492928,0.324037034920393,0.431,10.5,0,0,1
112,0.6595452979136459,0.282842712474619,0.3325,10.5,0,1,0
113,0.6519202405202649,0.324037034920393,0.393,10.5,0,0,1
114,0.73824115301167,0.3535533905932738,0.6935,12.5,1,0,0
115,0.7280109889280518,0.3391164991562634,0.5915,12.5,1,0,0
116,0.7,0.3674234614174767,0.6125,12.5,1,0,0
117,0.6633249580710799,0.324037034920393,0.402,11.5,0,0,1
118,0.7483314773547883,0.3872983346207417,0.8825,10.5,1,0,0
119,0.6363961030678927,0.29154759474226505,0.2605,9.5,0,0,1
120,0.6855654600401044,0.324037034920393,0.4205,10.5,1,0,0
121,0.6204836822995429,0.29154759474226505,0.2535,8.5,0,1,0
122,0.7176350047203662,0.37416573867739417,0.766,15.5,1,0,0
123,0.6082762530298219,0.27386127875258304,0.214,7.5,0,0,1
124,0.6,0.282842712474619,0.1755,7.5,0,1,0
125,0.5196152422706632,0.2449489742783178,0.073,6.5,0,1,0
126,0.6123724356957945,0.3,0.238,7.5,0,1,0
127,0.6204836822995429,0.29154759474226505,0.2505,9.5,0,1,0
128,0.8366600265340756,0.4,1.7255,20.5,0,0,1
129,0.8426149773176358,0.406201920231798,1.959,19.5,0,0,1
130,0.7713624310270756,0.406201920231798,1.262,18.5,0,0,1
131,0.6633249580710799,0.3535533905932738,0.4035,10.5,1,0,0
132,0.570087712549569,0.3,0.1915,8.5,1,0,0
133,0.5916079783099616,0.3082207001484488,0.211,8.5,0,1,0
134,0.51478150704935,0.25495097567963926,0.0975,8.5,0,1,0
135,0.6519202405202649,0.3391164991562634,0.406,9.5,1,0,0
136,0.552268050859363,0.282842712474619,0.156,8.5,1,0,0
137,0.5873670062235365,0.3,0.2005,10.5,0,0,1
138,0.6363961030678927,0.33166247903553997,0.3555,10.5,1,0,0
139,0.6123724356957945,0.3082207001484488,0.253,10.5,0,0,1
140,0.7516648189186453,0.39370039370059057,0.826,11.5,1,0,0
141,0.7416198487095663,0.3807886552931954,0.741,11.5,1,0,0
142,0.806225774829855,0.43588989435406733,1.3445,17.5,0,0,1
143,0.7483314773547883,0.39370039370059057,0.797,12.5,0,0,1
144,0.689202437604511,0.36055512754639896,0.5175,11.5,0,0,1
145,0.7,0.3535533905932738,0.549,11.5,1,0,0
146,0.6782329983125268,0.34641016151377546,0.515,11.5,0,0,1
147,0.5291502622129182,0.282842712474619,0.127,10.5,0,1,0
148,0.4183300132670378,0.2345207879911715,0.0315,6.5,0,1,0
149,0.41231056256176607,0.3082207001484488,0.03,5.5,0,1,0
150,0.7681145747868608,0.3807886552931954,1.053,16.5,0,0,1
151,0.7778174593052023,0.4301162633521313,1.1185,10.5,1,0,0
152,0.7968688725254613,0.43588989435406733,1.3715,11.5,1,0,0
153,0.7778174593052023,0.4,1.0565,11.5,1,0,0
154,0.7516648189186453,0.3674234614174767,0.9885,13.5,1,0,0
155,0.7176350047203662,0.36055512754639896,0.722,11.5,0,0,1
156,0.758287544405155,0.43588989435406733,0.994,14.5,1,0,0
157,0.8031189202104505,0.4636809247747852,1.514,17.5,0,0,1
158,0.7615773105863908,0.41231056256176607,0.9075,14.5,1,0,0
159,0.758287544405155,0.406201920231798,1.124,14.5,1,0,0
160,0.7778174593052023,0.406201920231798,1.056,14.5,0,0,1
161,0.7778174593052023,0.4,1.222,14.5,1,0,0
162,0.7810249675906654,0.4183300132670378,1.2445,13.5,0,0,1
163,0.85146931829632,0.458257569495584,2.141,19.5,1,0,0
164,0.806225774829855,0.47958315233127197,1.752,17.5,1,0,0
165,0.85146931829632,0.43588989435406733,2.55,15.5,0,0,1
166,0.85146931829632,0.4183300132670378,2.124,21.5,1,0,0
167,0.8246211251235321,0.4527692569068708,1.842,21.5,1,0,0
168,0.8396427811873333,0.469041575982343,1.981,15.5,0,0,1
169,0.8246211251235321,0.4183300132670378,1.6185,13.5,1,0,0
170,0.8336666000266533,0.4636809247747852,1.9565,15.5,0,0,1
171,0.7280109889280518,0.3807886552931954,0.775,8.5,1,0,0
172,0.724568837309472,0.39370039370059057,1.065,9.5,0,0,1
173,0.7211102550927979,0.3391164991562634,0.776,9.5,1,0,0
174,0.4847679857416329,0.2,0.048,6.5,0,1,0
175,0.6,0.3,0.1785,8.5,0,1,0
176,0.5612486080160912,0.2449489742783178,0.125,6.5,0,1,0
177,0.5612486080160912,0.29154759474226505,0.1435,9.5,0,1,0
178,0.4743416490252569,0.21213203435596426,0.0465,5.5,0,1,0
179,0.7615773105863908,0.3872983346207417,0.97,12.5,0,0,1
180,0.7549834435270749,0.4242640687119285,0.9395,15.5,0,0,1
181,0.8,0.4183300132670378,1.368,22.5,0,0,1
182,0.7483314773547883,0.4,1.0235,11.5,1,0,0
183,0.7874007874011811,0.4183300132670378,1.0165,11.5,1,0,0
184,0.8031189202104505,0.4472135954999579,1.5675,13.5,1,0,0
185,0.7874007874011811,0.43588989435406733,1.218,14.5,0,0,1
186,0.7937253933193772,0.3872983346207417,1.0525,13.5,1,0,0
187,0.7937253933193772,0.4301162633521313,1.383,11.5,1,0,0
188,0.7937253933193772,0.4,1.199,12.5,1,0,0
189,0.7648529270389177,0.41231056256176607,0.9325,10.5,1,0,0
190,0.7842193570679061,0.4242640687119285,1.1595,14.5,0,0,1
191,0.7810249675906654,0.41231056256176607,1.0225,13.5,0,0,1
192,0.7615773105863908,0.3872983346207417,0.927,15.5,0,0,1
193,0.5958187643906492,0.29154759474226505,0.22,9.5,0,1,0
194,0.714142842854285,0.37416573867739417,0.8145,11.5,1,0,0
195,0.7071067811865476,0.39370039370059057,0.772,13.5,0,0,1
196,0.7106335201775947,0.3872983346207417,0.644,12.5,1,0,0
197,0.8,0.4301162633521313,1.3035,17.5,0,0,1
198,0.7483314773547883,0.4,0.922,16.5,0,0,1
199,0.7648529270389177,0.4301162633521313,0.922,11.5,0,0,1
200,0.6708203932499369,0.34641016151377546,0.4165,10.5,1,0,0
201,0.7071067811865476,0.406201920231798,0.825,14.5,0,0,1
202,0.7071067811865476,0.3807886552931954,0.63,13.5,1,0,0
203,0.7280109889280518,0.41231056256176607,0.8155,14.5,1,0,0
204,0.648074069840786,0.3391164991562634,0.369,9.5,0,0,1
205,0.6633249580710799,0.37416573867739417,0.482,10.5,1,0,0
206,0.6324555320336759,0.33166247903553997,0.315,10.5,0,1,0
207,0.6595452979136459,0.33166247903553997,0.3795,9.5,0,1,0
208,0.724568837309472,0.41231056256176607,0.8325,14.5,1,0,0
209,0.6082762530298219,0.3082207001484488,0.2655,8.5,0,1,0
210,0.7,0.3807886552931954,0.6345,11.5,1,0,0
211,0.5787918451395113,0.3,0.181,8.5,0,0,1
212,0.6442049363362563,0.324037034920393,0.38,13.5,1,0,0
213,0.7071067811865476,0.37416573867739417,0.6155,10.5,0,0,1
214,0.6964194138592059,0.4,0.66,15.5,1,0,0
215,0.7416198487095663,0.37416573867739417,0.8025,11.5,0,0,1
216,0.6708203932499369,0.36055512754639896,0.46,9.5,0,0,1
217,0.6363961030678927,0.34641016151377546,0.324,8.5,0,1,0
218,0.6855654600401044,0.3674234614174767,0.501,11.5,0,0,1
219,0.6442049363362563,0.36055512754639896,0.32,9.5,1,0,0
220,0.6670832032063166,0.3535533905932738,0.455,10.5,1,0,0
221,0.6855654600401044,0.3807886552931954,0.5175,12.5,1,0,0
222,0.7,0.3872983346207417,0.5755,10.5,1,0,0
223,0.6670832032063166,0.3872983346207417,0.485,12.5,1,0,0
224,0.6519202405202649,0.324037034920393,0.3265,11.5,0,1,0
225,0.7071067811865476,0.3674234614174767,0.45,10.5,1,0,0
226,0.6244997998398398,0.3535533905932738,0.3055,8.5,1,0,0
227,0.6041522986797286,0.29154759474226505,0.205,8.5,0,1,0
228,0.7615773105863908,0.406201920231798,1.1015,12.5,1,0,0
229,0.7280109889280518,0.4,0.783,16.5,1,0,0
230,0.744983221287567,0.3674234614174767,0.836,14.5,0,0,1
231,0.7516648189186453,0.4183300132670378,0.9025,15.5,0,0,1
232,0.7905694150420949,0.4636809247747852,1.4455,23.5,0,0,1
233,0.5244044240850758,0.27386127875258304,0.1155,8.5,0,1,0
234,0.6633249580710799,0.3674234614174767,0.435,13.5,0,1,0
235,0.5431390245600107,0.282842712474619,0.124,10.5,0,1,0
236,0.27386127875258304,0.1,0.002,2.5,0,1,0
237,0.36055512754639896,0.17320508075688773,0.013,4.5,0,1,0
238,0.33166247903553997,0.17320508075688773,0.008,4.5,0,1,0
239,0.4,0.18708286933869708,0.021,6.5,0,1,0
240,0.7516648189186453,0.4,0.9425,18.5,0,0,1
241,0.5196152422706632,0.2645751311064591,0.1,6.5,0,1,0
242,0.47958315233127197,0.25495097567963926,0.0645,6.5,0,1,0
243,0.5477225575051661,0.282842712474619,0.1275,9.5,0,1,0
244,0.5744562646538028,0.29154759474226505,0.1655,9.5,0,1,0
245,0.5916079783099616,0.29154759474226505,0.174,11.5,0,1,0
246,0.565685424949238,0.282842712474619,0.1585,14.5,0,1,0
